concept,formula,samples_entailing_formula,num_samples_entailing_formula
hyp:tok:harness pre:tok:device pre:tok:and ,((3308 AND 759) AND 4),"(array([4128]),)",1
hyp:tok:harness pre:tok:device pre:tok:with ,((3308 AND 759) AND 6),"(array([4128]),)",1
hyp:tok:harness pre:tok:device pre:tok:young ,((3308 AND 759) AND 16),"(array([4128]),)",1
hyp:tok:harness pre:tok:device pre:tok:girl ,((3308 AND 759) AND 17),"(array([4128]),)",1
hyp:tok:harness pre:tok:device pre:tok:her ,((3308 AND 759) AND 23),"(array([4128]),)",1
hyp:tok:harness pre:tok:device pre:tok:jumps ,((3308 AND 759) AND 198),"(array([4128]),)",1
hyp:tok:harness pre:tok:device pre:tok:high ,((3308 AND 759) AND 326),"(array([4128]),)",1
hyp:tok:harness pre:tok:device pre:tok:safety ,((3308 AND 759) AND 746),"(array([4128]),)",1
hyp:tok:harness pre:tok:device pre:tok:device ,((3308 AND 759) AND 759),"(array([4128]),)",1
hyp:tok:harness pre:tok:device pre:tok:help ,((3308 AND 759) AND 943),"(array([4128]),)",1
hyp:tok:harness pre:tok:device pre:tok:harness ,((3308 AND 759) AND 1308),"(array([4128]),)",1
hyp:tok:harness pre:tok:device hyp:tok:and ,((3308 AND 759) AND 2004),"(array([4128]),)",1
hyp:tok:harness pre:tok:device hyp:tok:by ,((3308 AND 759) AND 2040),"(array([4128]),)",1
hyp:tok:harness pre:tok:device hyp:tok:child ,((3308 AND 759) AND 2043),"(array([4128]),)",1
hyp:tok:harness pre:tok:device hyp:tok:jumps ,((3308 AND 759) AND 2198),"(array([4128]),)",1
hyp:tok:harness pre:tok:device hyp:tok:high ,((3308 AND 759) AND 2326),"(array([4128]),)",1
hyp:tok:harness pre:tok:device hyp:tok:harness ,((3308 AND 759) AND 3308),"(array([4128]),)",1
hyp:tok:harness pre:tok:device oth:overlap:overlap25 ,((3308 AND 759) AND 4000),"(array([4128]),)",1
hyp:tok:harness pre:tok:help pre:tok:and ,((3308 AND 943) AND 4),"(array([4128]),)",1
hyp:tok:harness pre:tok:help pre:tok:with ,((3308 AND 943) AND 6),"(array([4128]),)",1
hyp:tok:harness pre:tok:help pre:tok:young ,((3308 AND 943) AND 16),"(array([4128]),)",1
hyp:tok:harness pre:tok:help pre:tok:girl ,((3308 AND 943) AND 17),"(array([4128]),)",1
hyp:tok:harness pre:tok:help pre:tok:her ,((3308 AND 943) AND 23),"(array([4128]),)",1
hyp:tok:harness pre:tok:help pre:tok:jumps ,((3308 AND 943) AND 198),"(array([4128]),)",1
hyp:tok:harness pre:tok:help pre:tok:high ,((3308 AND 943) AND 326),"(array([4128]),)",1
hyp:tok:harness pre:tok:help pre:tok:safety ,((3308 AND 943) AND 746),"(array([4128]),)",1
hyp:tok:harness pre:tok:help pre:tok:device ,((3308 AND 943) AND 759),"(array([4128]),)",1
hyp:tok:harness pre:tok:help pre:tok:help ,((3308 AND 943) AND 943),"(array([4128]),)",1
hyp:tok:harness pre:tok:help pre:tok:harness ,((3308 AND 943) AND 1308),"(array([4128]),)",1
hyp:tok:harness pre:tok:help hyp:tok:and ,((3308 AND 943) AND 2004),"(array([4128]),)",1
hyp:tok:harness pre:tok:help hyp:tok:by ,((3308 AND 943) AND 2040),"(array([4128]),)",1
hyp:tok:harness pre:tok:help hyp:tok:child ,((3308 AND 943) AND 2043),"(array([4128]),)",1
hyp:tok:harness pre:tok:help hyp:tok:jumps ,((3308 AND 943) AND 2198),"(array([4128]),)",1
hyp:tok:harness pre:tok:help hyp:tok:high ,((3308 AND 943) AND 2326),"(array([4128]),)",1
hyp:tok:harness pre:tok:help hyp:tok:harness ,((3308 AND 943) AND 3308),"(array([4128]),)",1
hyp:tok:harness pre:tok:help oth:overlap:overlap25 ,((3308 AND 943) AND 4000),"(array([4128]),)",1
hyp:tok:harness hyp:tok:and pre:tok:and ,((3308 AND 2004) AND 4),"(array([4128]),)",1
hyp:tok:harness hyp:tok:and pre:tok:with ,((3308 AND 2004) AND 6),"(array([4128]),)",1
hyp:tok:harness hyp:tok:and pre:tok:young ,((3308 AND 2004) AND 16),"(array([4128]),)",1
hyp:tok:harness hyp:tok:and pre:tok:girl ,((3308 AND 2004) AND 17),"(array([4128]),)",1
hyp:tok:harness hyp:tok:and pre:tok:her ,((3308 AND 2004) AND 23),"(array([4128]),)",1
hyp:tok:harness hyp:tok:and pre:tok:jumps ,((3308 AND 2004) AND 198),"(array([4128]),)",1
hyp:tok:harness hyp:tok:and pre:tok:high ,((3308 AND 2004) AND 326),"(array([4128]),)",1
hyp:tok:harness hyp:tok:and pre:tok:safety ,((3308 AND 2004) AND 746),"(array([4128]),)",1
hyp:tok:harness hyp:tok:and pre:tok:device ,((3308 AND 2004) AND 759),"(array([4128]),)",1
hyp:tok:harness hyp:tok:and pre:tok:help ,((3308 AND 2004) AND 943),"(array([4128]),)",1
hyp:tok:harness hyp:tok:and pre:tok:harness ,((3308 AND 2004) AND 1308),"(array([4128]),)",1
hyp:tok:harness hyp:tok:and hyp:tok:and ,((3308 AND 2004) AND 2004),"(array([4128]),)",1
hyp:tok:harness hyp:tok:and hyp:tok:by ,((3308 AND 2004) AND 2040),"(array([4128]),)",1
hyp:tok:harness hyp:tok:and hyp:tok:child ,((3308 AND 2004) AND 2043),"(array([4128]),)",1
hyp:tok:harness hyp:tok:and hyp:tok:jumps ,((3308 AND 2004) AND 2198),"(array([4128]),)",1
hyp:tok:harness hyp:tok:and hyp:tok:high ,((3308 AND 2004) AND 2326),"(array([4128]),)",1
hyp:tok:harness hyp:tok:and hyp:tok:harness ,((3308 AND 2004) AND 3308),"(array([4128]),)",1
hyp:tok:harness hyp:tok:and oth:overlap:overlap25 ,((3308 AND 2004) AND 4000),"(array([4128]),)",1
hyp:tok:harness hyp:tok:by pre:tok:and ,((3308 AND 2040) AND 4),"(array([4128]),)",1
hyp:tok:harness hyp:tok:by pre:tok:with ,((3308 AND 2040) AND 6),"(array([4128]),)",1
hyp:tok:harness hyp:tok:by pre:tok:young ,((3308 AND 2040) AND 16),"(array([4128]),)",1
hyp:tok:harness hyp:tok:by pre:tok:girl ,((3308 AND 2040) AND 17),"(array([4128]),)",1
hyp:tok:harness hyp:tok:by pre:tok:her ,((3308 AND 2040) AND 23),"(array([4128]),)",1
hyp:tok:harness hyp:tok:by pre:tok:jumps ,((3308 AND 2040) AND 198),"(array([4128]),)",1
hyp:tok:harness hyp:tok:by pre:tok:high ,((3308 AND 2040) AND 326),"(array([4128]),)",1
hyp:tok:harness hyp:tok:by pre:tok:safety ,((3308 AND 2040) AND 746),"(array([4128]),)",1
hyp:tok:harness hyp:tok:by pre:tok:device ,((3308 AND 2040) AND 759),"(array([4128]),)",1
hyp:tok:harness hyp:tok:by pre:tok:help ,((3308 AND 2040) AND 943),"(array([4128]),)",1
hyp:tok:harness hyp:tok:by pre:tok:harness ,((3308 AND 2040) AND 1308),"(array([4128]),)",1
hyp:tok:harness hyp:tok:by hyp:tok:and ,((3308 AND 2040) AND 2004),"(array([4128]),)",1
hyp:tok:harness hyp:tok:by hyp:tok:by ,((3308 AND 2040) AND 2040),"(array([4128]),)",1
hyp:tok:harness hyp:tok:by hyp:tok:child ,((3308 AND 2040) AND 2043),"(array([4128]),)",1
hyp:tok:harness hyp:tok:by hyp:tok:jumps ,((3308 AND 2040) AND 2198),"(array([4128]),)",1
hyp:tok:harness hyp:tok:by hyp:tok:high ,((3308 AND 2040) AND 2326),"(array([4128]),)",1
hyp:tok:harness hyp:tok:by hyp:tok:harness ,((3308 AND 2040) AND 3308),"(array([4128]),)",1
hyp:tok:harness hyp:tok:by oth:overlap:overlap25 ,((3308 AND 2040) AND 4000),"(array([4128]),)",1
